Territory,Restaurant ID,Order ID,Order Time,Order Status,Item Name,Customizations,Special Instructions,Item Price,Order Price,Currency
p,5c2b16b7-9ad2-4b36-9c5b-da1730c8f006,fd4d4f4d-83b1-4119-b5a8-638f0093620a,2020-09-27 03:50:42 +0000 UTC,completed,Large Curly Fry,,,3.99,29.86,USD
p,5c2b16b7-9ad2-4b36-9c5b-da1730c8f006,fd4d4f4d-83b1-4119-b5a8-638f0093620a,2020-09-27 03:50:42 +0000 UTC,completed,Large Curly Fry,,,3.99,29.86,USD
p,16733a07-5ec1-4f5c-8e10-bf8956ca1b5b,d621bfab-7bdf-42ce-814d-f441ec4c4992,2020-09-26 00:04:13 +0000 UTC,completed,Regular Oreo McFlurry,"Oreo Topping, Regular Oreo McFlurry",,3.35,18.06,USD
p,16733a07-5ec1-4f5c-8e10-bf8956ca1b5b,d621bfab-7bdf-42ce-814d-f441ec4c4992,2020-09-26 00:04:13 +0000 UTC,completed,Big Mac,"Mac Sauce, Diced Onions, Shredded Lettuce, Pickle, American Cheese, Meat, Salt, Big Mac Bun",,5.39,18.06,USD
p,16733a07-5ec1-4f5c-8e10-bf8956ca1b5b,d621bfab-7bdf-42ce-814d-f441ec4c4992,2020-09-26 00:04:13 +0000 UTC,completed,Ketchup Packet,,,0,18.06,USD
p,16733a07-5ec1-4f5c-8e10-bf8956ca1b5b,d621bfab-7bdf-42ce-814d-f441ec4c4992,2020-09-26 00:04:13 +0000 UTC,completed,Ketchup Packet,,,0,18.06,USD
p,16733a07-5ec1-4f5c-8e10-bf8956ca1b5b,d621bfab-7bdf-42ce-814d-f441ec4c4992,2020-09-26 00:04:13 +0000 UTC,completed,Ketchup Packet,,,0,18.06,USD
p,16733a07-5ec1-4f5c-8e10-bf8956ca1b5b,d621bfab-7bdf-42ce-814d-f441ec4c4992,2020-09-26 00:04:13 +0000 UTC,completed,Ketchup Packet,,,0,18.06,USD
p,16733a07-5ec1-4f5c-8e10-bf8956ca1b5b,d621bfab-7bdf-42ce-814d-f441ec4c4992,2020-09-26 00:04:13 +0000 UTC,completed,Ketchup Packet,,,0,18.06,USD
p,16733a07-5ec1-4f5c-8e10-bf8956ca1b5b,d621bfab-7bdf-42ce-814d-f441ec4c4992,2020-09-26 00:04:13 +0000 UTC,completed,6 Piece McNuggets,Tangy BBQ Dipping Sauce,,2.4,18.06,USD
p,16733a07-5ec1-4f5c-8e10-bf8956ca1b5b,d621bfab-7bdf-42ce-814d-f441ec4c4992,2020-09-26 00:04:13 +0000 UTC,completed,Medium French Fries,"Salt, Large French Fries",,2.75,18.06,USD
