Rental Status,Booking Start Time,Begin Rental Time,Begin Rental Lat,Begin Rental Lng,Finish Rental Time,Finish Rental Lat,Finish Rental Lng,Distance (miles),Fare Amount
Completed,2019-09-07T17:16:16Z,2019-09-07T17:16:16Z,32.77681,-96.80911,2019-09-07T17:19:57Z,32.77707,-96.80744,0.13,$1.30
